"id","tif_district","project_name","address","developer","project_description","cdc_date","coc_date","approved_amount","total_project_cost","tif_subsidy_percentage","affordable_units","ward","community_area","x_coordinate","y_coordinate","latitude","longitude","location"
"16921","Lawrence/Kedzie","IGA with CPS Von Steuben HS Fire Alarm","5039 N Kimball Av","Chicago Public Schools","Intergovernmental Agreement in order to provide Tax Increment Financing funds from the �Lawrence/Kedzie� TIF District to reimburse the �Chicago Board of Education� for improvements at �Friedrich W Von Steuben Metropolitan Science High School�. 
��Project includes providing replacement of the existing fire alarm system at main building. The total estimated cost of the Project is $2,500,000.�","2023-11-01T00:00:00.000",,"2500000","2500000","100",,"39","North Park","1152840.521654832","1933431.315006983","41.9731925972","-87.713349689","
,  
(41.973192597196245, -87.71334968898196)"
"1552","Central West","Women's Treatment Center","140 N Ashland Av","The Women's Treatment Center","Located in the Near West Side, the project includes the rehabilitation of a 105,000 square foot building that serves as a residential treatment center for women who are pregnant and/or have young children and are suffering from substance abuse.  The improvements include fa�ade and masonry restoration, elevator upgrades, lighting upgrades, HVAC repairs, roof replacement, and lobby improvements.","2008-07-09T00:00:00.000","2011-04-06T00:00:00.000","1000000","3366459","29.7",,"27","Near West Side","1165683.9969951077","1901211.2656058948","41.884514197","-87.6670420942","
,  
(41.88451419700416, -87.66704209415728)"
"12962","71st & Stony Island","Jeffery Plaza","2101 E 71st St","Shop & Save Market","Located in South Shore, the project will renovate and occupy a grocery store space left vacant since the departure of Dominicks at the end of 2013.  The anchor tenant will be Shop and Save Market.","2018-10-31T00:00:00.000","2020-05-11T00:00:00.000","10000000","24965615","40.06",,"5","South Shore","1191459.6594881734","1858232.4496460606","41.7659900011","-87.5737873367","
,  
(41.765990001140594, -87.57378733665412)"
"1540","119th and Halsted","NIF - 119th Halsted",,,,"2006-03-29T00:00:00.000",,"1000000","3000000","33.33",,"34",,,,,,
"1785","Kinzie Industrial Conservation Area","IGA - CPD - Park 1015 - Smith - II - Ballfields","2526 W Grand Av","Chicago Park District","An intergovernmental agreement between the City of Chicago and the Chicago Park District","2010-12-08T00:00:00.000",,"924000","1185000","77.97",,"36","West Town","1159413.8917909723","1903816.540084767","41.8917945817","-87.6899950358","
,  
(41.89179458165182, -87.68999503581752)"
"15726","Belmont/Central","Hanson Park ES IGA with CPS Roof/Windows/Masonry June 2022","5411 E Fullerton Av","CPS","IGA with CPS for improvements to the Roof/Windows/Masonry for Hanson Park ES.","2022-07-20T00:00:00.000",,"1660000","1660000","100",,"36","Belmont Cragin","1139861.1583605479","1915387.9490959013","41.9239277052","-87.7615209447","
,  
(41.92392770522664, -87.76152094466592)"
"1614","Western/Ogden","IGA - CBE - Orozco - MS","1940 W 18th St","Chicago Public Schools","An intergovernmental agreement between the City of Chicago and the Chicago Board of Education.","2009-05-13T00:00:00.000",,"250000","481148","51.96",,"25","Lower West Side","1163539.2735337443","1891453.1467458955","41.8577824787","-87.6751925303","
,  
(41.85778247870229, -87.67519253027801)"
"12295","Western Avenue North","IGA-CBE-Chappell ADA Phase III","2135 W Foster Av","Chicago Public Schools","Chappell Elementary School is located in the Lincoln Square Community Area.  Rehabilitation to the school includes a new elevator and lift; replacement of all classroom doors; upgrade bathrooms and the creation of unisex toilets; creation of ADA student stations in classrooms; system upgrades to plumbing, the fire alarm system and security system and improve the lighting in science classrooms.","2017-06-28T00:00:00.000",,"760137","760137","100",,"40","Lincoln Square","1161016.9016857012","1934466.5448411042","41.975867003","-87.6832543782","
,  
(41.97586700298142, -87.68325437820378)"
"15827","Englewood Neighborhood","E. G. Woode","1022 W 63rd St","E.G. Woode, L3C","Rehab of a 10,550 sq ft vacant two-story building into three retail spaces on the ground floor and two offices on the second floor. The retail spaces will be leased to food services providers.  Currently, but subject to change, restaurants include Ellie�s Urban Grill (fast-casual dining), Pass the Peas (casual soul food), and Englewood Kitchen (co-sharing kitchen incubator).","2024-03-20T00:00:00.000",,"5000000","7019683","71.23",,"16","Englewood","1170434.4339692248","1863079.1857427335","41.7797736738","-87.6507106537","
,  
(41.779773673777996, -87.650710653711)"
"12033","Fullerton/Milwaukee","John Pennycuff Apts","2037 N Milwaukee Av",,"New construction of an 88 unit, 7-story multi-family building to be located at 2037 N. Milwaukee Ave.  Unit mix is 28 studios; 48 1-BRs; 12 2-BRs.  47 units will be reserved for CHA (35 1-BRs and 12 2-BRs).  CHA units will be for households earning up to 50% AMI.  The remaining 41 units will be for households earning up to 60% AMI.","2016-12-14T00:00:00.000",,"3920000","23705000","16.54","88","1","Logan Square","1159435.9717320395","1913489.9058778116","41.9183386208","-87.6896473669","
,  
(41.9183386208112, -87.68964736687705)"
"1710","Central Loop","Goodman Theater","170 N Dearborn St","Chicago Theater Group","Located in the Loop, the project includes construction of a new 800 seat theater, renovation and reconstruction of the exisiting Selwyn and Harris theaters, including the restoration and preservation of their facades, to accommodate a smaller, more flexible 400-seat theater.  The project also includes the development of the vacant northwest corner of Randolph and Dearborn Streets to accommodate lobby, a restaurant, and retail uses complementary to the development.","1997-07-08T00:00:00.000",,"18800000","59583000","31.55",,"42","Loop","1175871.1930846092","1901521.5236077877","41.8851424257","-87.6296243351","
,  
(41.88514242565978, -87.62962433514399)"
"1369","South Works Industrial","Solo Cup","3333 E 87th St","Solo Cup Company","Located in South Chicago community area, the project includes site remediation, construction of 1,000,000 square foot industrial facility, and construction of a railroad spur.","2001-05-02T00:00:00.000",,"22090000","88450000","24.97",,"10","South Chicago","1199953.0908376076","1847880.6471496192","41.7373739463","-87.5430052179","
,  
(41.73737394630549, -87.5430052178916)"
"1447","Central Loop","Trans World Airlines - Job Training Grant",,,,"1999-09-01T00:00:00.000",,"250000","250000","100",,,,,,,,
"1535","119th Street/I-57","NIF - 119th I-57",,,,"2006-03-29T00:00:00.000",,"1000000","3000000","33.33",,"34",,,,,,
"1609","Addison South","NIF - Addision South",,,,"2010-01-13T00:00:00.000",,"250000","750000","33.33",,,,,,,,
"1726","Midwest","IGA - CBE - ADA - Plamondon","2642 W 15th St","Chicago Public Schools","An intergovernmental agreement between the City of Chicago and the Chicago Board of Education regarding accessibility improvements.","2011-04-13T00:00:00.000",,"1748000","1749270","99.93",,"28","North Lawndale","1158811.1938720194","1892661.2134550568","41.8611956791","-87.6925143581","
,  
(41.86119567914405, -87.6925143580798)"
"1263","95th Street and Stony Island Avenue","95th Stony","1600 E 95th St","95th & Stony I, L.L.C. and 95th & Stony II, L.L.C.","Located in South Deering community area, the project includes the construction of an 180,000 square foot retail center which consists of a grocery store, restaurants and other retail spaces.","1998-04-01T00:00:00.000",,"7025000","28963203","24.25",,"8","South Deering","1188537.7461877435","1842339.840767953","41.722449457","-87.5850035691","
,  
(41.72244945701069, -87.58500356910938)"
"11100","Near North","IGA - CBE - Walter Payton HS Annex","1034 N Wells St","Chicago Public Schools","An intergovernmental agreement between the City of Chicago and Chicago Board of Education for construction of a three story addition to Walter Payton High School.","2015-09-24T00:00:00.000",,"20000000","20000000","100",,"27","Near North Side","1174484.637777332","1907490.0818624827","41.9015515657","-87.6345374449","
,  
(41.90155156567868, -87.63453744491137)"
"15828","Lawrence/Broadway","CircEsteem","4730 N Sheridan Rd","CircEsteem","CircEsteem - a youth development non-profit organization whose mission is to foster self-esteem and mutual respect through the practice and performance of circus arts - is rehabilitating and stabilizign the former Lakeside Theater building as the permanent home for its� organization. The project includes the total interior redevelopment of the 14,000 square feet of interior space, including the build-out of training and performance spaces, the replacement of the building�s mechanical systems, and installation of specialty theater equipment. The project additionally includes the stabilization of the exterior fa�ade, including the restoration of the historic terra cotta elements.","2023-04-19T00:00:00.000","2026-03-10T00:00:00.000","5000000","10168845","49.17",,"46","Uptown","1168733.767989095","1931709.4971310734","41.9681373823","-87.6549569521","
,  
(41.96813738227111, -87.65495695207422)"
"1603","53rd Street","Harper Court Redevelopment","5211 S Harper Av","Vermilion Development","Located in the Hyde Park community, the Harper Court redevelopment project consists of 150,000 square feet of office space, approximately 100,000 square feet of retail space, and 435 parking spaces.  The ground floor retail space will be leased to Chicago-based and national restaurants, entertainment, and apparel uses.  The project will also feature a heath club adding significant daytime and evening traffic to support the retail.","2011-05-04T00:00:00.000","2014-06-16T00:00:00.000","20045000","111888037","17.92",,"4","Hyde Park","1187217.2962385362","1870857.3723949501","41.8007355502","-87.5889362177","
,  
(41.800735550150485, -87.58893621765584)"
"1591","Diversey/Narragansett","IGA - CPD - Park 0123 - Riis","6100 W Fullerton Av","Chicago Park District","The project includes costs associated with the construction of an artificial turf soccer/football field.","2010-06-09T00:00:00.000",,"1000000","1115671","89.63",,"30","Belmont Cragin","1135319.2418814462","1915347.1777802608","41.9238977217","-87.7782109788","
,  
(41.92389772168645, -87.77821097882003)"
"15355","Lincoln Avenue","Mather HS - Fire Alarm System","5835 N Lincoln Av","CPS","Provide replacement of the existing fire alarm system for main and addition buildings.","2022-07-20T00:00:00.000",,"1298000","1298000","100",,"40","West Ridge","1155766.1516175529","1938701.4087535457","41.9875954001","-87.7024487133","
,  
(41.98759540008094, -87.70244871326766)"
"15729","Pilsen","Walsh ES IGA with CPS Roof/Windows/Masonry June 2022","2015 S Peoria St","CPS","IGA with CPS for improvements to the Roof/Windows/Masonry of Walsh ES.","2022-07-20T00:00:00.000",,"3500000","3500000","100",,"25","Lower West Side","1170942.0695901623","1890439.5430372031","41.8548421428","-87.648049642","
,  
(41.85484214279098, -87.64804964195923)"
"1740","Jefferson Park Business District","IGA - CPD - Park 0145 - Wilson","4630 N Milwaukee Av","Chicago Park District","New playground at 4630 North Milwaukee Avenue, Chicago, Illinois with poured-in place rubberized surfacing, age-appropriate equipment, swings, landscaping, fencing, lighting, paving, and site furnishings. The requested $500,000 in TIF funds includes park design, demolition, drainage, utilities, remediation, earthwork, construction, and related activities.","2011-08-23T00:00:00.000",,"500000","500000","100",,"45","Portage Park","1140651.7760141303","1930281.6245982465","41.9647828856","-87.7582487001","
,  
(41.96478288558495, -87.75824870012931)"
"1604","Midwest","Rockwell West End- Phase II-A Rental","306 S Campbell Av","East Lake/West End, LLC","The Rockwell West End Phase II project is located in the Midwest TIF District. The affordable housing project consists of the construction of 22 individual buildings containing 115 rental units. 101 units will be affordable.","2010-05-12T00:00:00.000",,"1250000","39248910","3.18","101","27","Near West Side","1159750.1735814372","1898532.6171682647","41.8772880975","-87.6889057466","
,  
(41.87728809752924, -87.68890574658876)"
"1719","Cicero/Archer","IGA - CBE - ADA - Hearst","4640 S Lamon Av","161 N. Clark St. Ltd. Partners","$2,221,970 in TIF financing to reimburse the Chicago Board of Education of ADA improvements made at Hearst School. Improvements include ramps, doors, fire alarms, lighting, signage and drinking fountains.","2011-04-13T00:00:00.000",,"2219500","3900733","56.9",,"22","Garfield Ridge","1144438.1109691001","1873241.7655485196","41.8081882112","-87.7457631523","
,  
(41.808188211240235, -87.7457631523081)"
"10637","24th/Michigan","IGA - PBC - Library - Chinatown","2101 S Archer Av","Public Building Commission","Acquisition and construction of the new library at 2101-15 S. Archer","2013-04-25T00:00:00.000",,"15600000","15946153","97.83",,"11","Armour Square","1175347.0578469643","1890222.7456699393","41.8541496265","-87.6318880702","
,  
(41.85414962645593, -87.63188807020713)"
"16399","Midwest","BandWith Chicago","134 S California Av","BandWith Music Ltd","The proposed project will renovate the 21,459 square foot, former Loyal Casket building located at 134 S. California Avenue into the headquarters of the BandWith Music.  The renovation will support Bandwith's mission to provide educational, rehearsal and performance spaces for music and dance students enrolled in their programs. The project will include administrative office space, and additional spaces for support, storage, restrooms, kitchen, a music library, and informal seating areas. The renovation will also provide shared space for project partners and mission-driven tenants. Including in the renovation are two tenanted �retail� spaces. Dark Matter Coffee and Deborah�s Place, an organization which provides social services to homeless women in Chicago are the proposed tenants.","2024-10-09T00:00:00.000",,"5000000","15205000","32.88",,"27","East Garfield Park","1157708.6105785957","1899193.7100936247","41.8791440196","-87.6963837967","
,  
(41.879144019574476, -87.69638379667052)"
"10603","Homan-Arthington","Homan Square Phase VI","3601 W Arthington St","Shaw Development Company","Located in East Garfield Park. the project is a continuation of the overall Homan Square development at the site of the former Sears Roebuck Headquarters.  The project architecture will be similar to previous phased, with brick on the 1st floor and siding on the upper floors.  Energy efficient features include high efficiency furnaces, air conditioning, and water heaters for each unit; Energy Star rated ceiling fans and lighting; low VOC paints, carpets, and pads, and low-flow kitchen and bath faucets and shower heads.","2014-11-19T00:00:00.000","2016-12-13T00:00:00.000","3062798","13771430","22.24","46","24","North Lawndale","1152504.8587063455","1895762.0812360402","41.8698316438","-87.7155818576","
,  
(41.86983164382015, -87.71558185755592)"
"1028","LaSalle Central","United Airlines Headquarters","233 S Wacker Dr","UAL Corp. and United Airlines, Inc.","Located in the Loop, the project includes renovation of approximately 400,000 square feet of office and lobby space for the United Airlines Headquarters.","2009-10-07T00:00:00.000","2012-03-27T00:00:00.000","25889768","71786650","36.06",,"42","Loop","1174011.9019422485","1899107.6173487185","41.8785601536","-87.6365238721","
,  
(41.87856015362371, -87.63652387205532)"
"1621","Central West","Viceroy Hotel","1519 W Warren Bv","Heartland Housing, Inc","Located on the Near West Side, the project consist of the rehabilitation of a six-story elevator building, formerly known as the Viceroy Hotel, into 89 affordable single room occupancy studio rental apartments with approximately 2,000 square feet of ground floor commercial space and surface parking.","2011-09-08T00:00:00.000","2014-05-28T00:00:00.000","3876673","22296720","17.39","89","27","Near West Side","1165979.2995774723","1900396.3934201382","41.8822718277","-87.6659809767","
,  
(41.88227182766849, -87.66598097669244)"
"12687",,"Senior Suites of Central Station","1400 S Indiana Av",,"Project shall mean the acquisition of real property and the construction on such property of a building comprised of 96 units for occupancy by elderly residents who are low-income families.","1995-08-02T00:00:00.000","2000-11-21T00:00:00.000","960000",,,"96","3","Near South Side","1177842.0936783915","1893842.680240401","41.8640266649","-87.622620427","
,  
(41.864026664933036, -87.62262042699355)"
"12449","Portage Park","IGA-CBE-Schurz Athletic Field","3601 N Milwaukee Av","Chicago Public Schools","Schurz High School is located in the Irving Park Community Area.  TIF financing will be used to create an athletic field including a synthetic turf, landscape improvements, permeable paving, new drainage and infrastructure improvements.","2017-11-21T00:00:00.000",,"2700000","2700000","100",,"30","Irving Park","1146851.198365017","1923627.8432700282","41.9464079356","-87.7356254157","
,  
(41.946407935599396, -87.73562541572448)"
"11585","Western Avenue North","IGA - CBE - Amundsen HS I - TECH","5510 N Damen Av","Chicago Public Schools","Intergovernmental Agreement with the Board of Education to provide Tax Increment Financing (TIF) funds to reimburse the costs associated with the planning, design, and construction of two new computer rooms, upgraded wireless access, updated lunchroom and modernized auditorium.","2015-04-30T00:00:00.000",,"500000","552482","90.5",,"40","Lincoln Square","1161974.3899952061","1936713.996253554","41.9820141059","-87.6796702662","
,  
(41.98201410585788, -87.67967026618581)"
"16919","Humboldt Park Commercial","IGA with CPS Clemente HS","1147 N Western Av","Chicago Public Schools","Intergovernmental Agreement (�IGA�) in order to provide Tax Increment Financing (�TIF�) funds from the Humboldt Park TIF District to reimburse the Chicago Board of Education for improvements at Roberto Clemente Community Academy High School. 
The Project scope includes a full chiller plant replacement including both existing water-cooled chillers and cooling towers including structural beams to support tower cells on the roof.  Replace chilled water and condenser water pumps, add switch valves for the dual system, add piping, insulation, valves, and flex connectors from the dual system and to the AHU unit, and provide dedicated electrical components for the chillers.  The total estimated cost for the Project is $5,300,000.","2023-11-01T00:00:00.000",,"5300000","5300000","100",,"1","West Town","1160235.2062535242","1907768.8768744408","41.9026231826","-87.686869342","
,  
(41.90262318255785, -87.68686934199641)"
"1525","Central Loop","Reliance Bldg - IV - Hotel Burnham","37 N State St","Canal Street Hotel Partners LP","Located in the Loop, the project includes restoration of an historic 14-story office building known as ""Reliance Building"" for use as Hotel Burnham and a restaurant.","1998-06-10T00:00:00.000",,"2458426","21783426","11.29",,"34","Loop","1176397.8456447427","1900707.431035723","41.8828966433","-87.6277149802","
,  
(41.88289664333733, -87.6277149801555)"
"1245","Western Avenue South","IGA - CPD - Park 0457 - Richard Clark","3400 N Rockwell St",,"This agreement between the City of Chicago and the Chicago Park District consist of the purchase of property and the expansion of Clark Park","2006-03-01T00:00:00.000",,"5676700","7176700","79.1",,"47","North Center","1158226.5230753922","1922486.9770056896","41.9430520411","-87.693844427","
,  
(41.94305204108928, -87.69384442695068)"
"15420","Kinzie Industrial Conservation Area","Beidler ES IGA with CPS","3151 W Walnut St","Chicago Public Schools","IGA with CPS for Building Automation System at Beidler Elementary School","2022-04-27T00:00:00.000",,"280000","280000","100",,"27","East Garfield Park","1155122.8619543097","1901415.8318224729","41.8852940107","-87.7058185931","
,  
(41.88529401072774, -87.70581859311523)"
"19894",,"18th Street Connector","26 W 18th St","Chicago Transit Authority","Located in the Near South Side, the work will primarily consist of rehabilitation and repair efforts.  Improvements include; track renewal on the elevated structure, waterproofing the structure's deck and applying anti-corrosion coating, and structural repairs based on findings from a detailed structural evaluation.","2013-02-09T00:00:00.000",,"11500000","11500000","100",,"3","Near South Side","1176318.5015515832","1891601.7206180743","41.8579117974","-87.6282809659","
,  
(41.85791179738786, -87.62828096585427)"
"1403","Ryan Garfield","55th Dan Ryan Shopping Center","5300 S Wentworth Av","Ryan Center Ltd. Partnership","Located in Fuller Park community area, the project includes the construction of a 95,000 square foot multi-tenant shopping center.  The project will include 451 parking spaces, seven out lots, and up to four additional out lots.","1987-09-09T00:00:00.000",,"3755000","8455000","44.41",,"3","Fuller Park",,,,,
"1661","Near North","IGA - CBE - Payton HS - Jenner ES - 1999","1034 N Wells St","Chicago Public Schools","Intergovernmental Agreement for the construction of school building Jenner Elementary","1999-11-17T00:00:00.000",,"11250000","50272247","22.38",,"27","Near North Side","1174484.637777332","1907490.0818624827","41.9015515657","-87.6345374449","
,  
(41.90155156567868, -87.63453744491137)"
"10739","35th/Halsted","IGA - PBC - Ramova Theater","3518 S Halsted St","Public Building Commission","An Intergovernmental agreement between the City of Chicago and the Public Building Commission","2012-05-09T00:00:00.000",,"300038","300038","100",,"11","Bridgeport","1171507.19247898","1881440.254272629","41.8301349248","-87.6462396618","
,  
(41.83013492477298, -87.6462396618267)"
"502020","Midwest","Sinai Tomorrow","1500 S California Av d123","SCI","Located in North Lawndale, the project includes relocation and expansion of select service lines and functions within existing buildings, all of such relocation and expansions being consistent with current health care and related uses.  The project consists of multiple components that are phased and sequenced, in part to allow for health care operations to continue, including initial components that have recently been completed or are currently underway.","2014-10-08T00:00:00.000","2019-02-08T00:00:00.000","31000000","100000000","31",,"28","North Lawndale",,,,,
"1043","Stockyards Annex","Experimur Properties","4045 S Morgan St","Experimur Properties, LLC","Located in the New City community, the project includes  the complete rehabilitation of a 54,000 square foot building for a medical research laboratory.  The work includes complete demolition of interior walls and the build out of new lab space, offices, conference rooms, workout room for employees and a kitchen/cafeteria.","2012-02-15T00:00:00.000","2012-10-22T00:00:00.000","3700000","20800063","17.79",,"11","New City","1170357.1452989765","1877787.2795867263","41.8201359717","-87.6505656961","
,  
(41.8201359716828, -87.65056569613911)"
"15033","Central West","IGA - CBE - Skinner West ES Chimney Stack Reduction","225 S Aberdeen St","Chicago Board of Education","Located in the Near West Side, the TIF IGA with Chicago Board of Education includes a chimney stack reduction.","2021-10-14T00:00:00.000",,"750000","750000","100",,"34","Near West Side","1169133.5463854037","1898976.4356979614","41.8783074691","-87.6544398707","
,  
(41.87830746910662, -87.65443987066618)"
"1510","LaSalle Central","NAVTEQ","100 E Riverside Pz","NAVTEQ Corp.","The NAVETQ project is located in the LaSalle Central TIF District. The economic development project consists of the rehabilitation of 200,000 square feet of office space and mezzanine. The rehabilitation project will facilitate the relocation of the NAVTEQ corporate headquarters from its previous location in the Merchandise Mart.","2009-03-18T00:00:00.000",,"5000000","28583483","17.49",,"42","Near West Side",,,,,
"1335","35th/Halsted","Trippe Manufacturing","1111 W 35th Pl","Trippe Manufacturing Co., Inc.","Located in Bridgeport, the project includes demolition of an existing structure and construction of a 920,000 square foot
new/rehabilitated structure to be used for manufacturing, distribution, and office facilities.","1998-07-29T00:00:00.000",,"1600000","8399000","19.05",,"11","Bridgeport",,,,,
"1450","Irving/Cicero","Six Corners - Amendment","4000 N Cicero",,,"1998-09-09T00:00:00.000",,"3700000","0",,,"45","Portage Park","1143616.4087400376","1926179.6264451817","41.9534715382","-87.7474514978","
,  
(41.95347153824119, -87.74745149775624)"
"1017","Near West","Hellenic Museum","333 S Halsted St","United Hellenic American Congress","Located in the Near West community, the project consists of construction of a 40,000 square foot museum and cultural center.","2002-02-06T00:00:00.000","2013-12-27T00:00:00.000","3500000","15266333","22.93",,"34","Near West Side","1171146.3244272296","1898498.98253576","41.8769533772","-87.6470634645","
,  
(41.876953377219586, -87.64706346453356)"
"500468","West Irving Park","Merrimac Park","6343 W Irving Park Rd","Chicago Park District","An intergovernmental agreement between the City of Chicago and Chicago Park District.","2012-04-25T00:00:00.000",,"615000","615000","100",,"38","Dunning","1133179.255095421","1925871.5993208806","41.9528156637","-87.7858272916","
,  
(41.95281566373787, -87.78582729161174)"
"1410","Edgewater,Red and Purple Modernization Phase One Project","Edgewater Broadway Plaza","5227 N Broadway","First National Realty & American National","Located in the Edgewater community area, the project includes the construction of three 1-story buildings totally 52,000 square feet of space and one outlot for use as a multi-tenant retail mall.","1990-02-07T00:00:00.000",,"1100000","5900000","18.64",,"48","Edgewater","1167406.9297067125","1934983.691336417","41.9771505987","-87.6597409629","
,  
(41.97715059869084, -87.65974096289457)"
"17044","Humboldt Park Commercial","IGA - CPS - Jose de Diego Community Academy Playground","2301 W Potomac Av","TBD","New poured-in-place (PIP) rubber surface playground  and replace existing asphalt pavement areas with basketball and pickleball courts.  Project will include drainage infrastructure, stormwater detention system and miscellaneous site restoration.","2024-07-17T00:00:00.000",,"1400000","1400000","100",,"1","West Town",,,,,
"10772","47th and King Drive","IGA - CPD - Buckthorn Park","4330 S Calumet Av","Chicago Park District","An intergovernmental agreement between the City of Chicago and Chicago Park District.","2015-03-18T00:00:00.000",,"200000","1680000","11.9",,"3","Grand Boulevard","1179118.9333899845","1876232.7742603454","41.815674732","-87.6184712969","
,  
(41.81567473199519, -87.61847129686947)"
"1289","89th & State","Chatham Club","19 E 90th St","Chatham Club, L L C","Located in Chatham community area, the project includes the construction of 143 single family homes, a play lot, and open green space.","1998-09-09T00:00:00.000",,"3600000","33647500","10.7",,"6","Chatham","1178076.919840574","1845311.6251509625","41.7308475583","-87.623230085","
,  
(41.73084755826071, -87.62323008500381)"
"13293","Lawrence/Pulaski","Spikings Farm Park","4706 N Pulaski Rd","Chicago Park District","The Chicago Park District seeks reimbursement of funds it has expended for the
rehabilitation of certain facilities which are a part of Spikings Farm Park.","2018-06-27T00:00:00.000",,"137500","137500","100",,"39","Albany Park","1148838.0242159297","1931018.9550896273","41.9666514559","-87.7281305443","
,  
(41.96665145585646, -87.72813054431471)"
"1612","Bryn Mawr/Broadway","IGA - CPD - Park 0435 - Bromann Park","5400 N Broadway",,"An intergovernmental agreement between the City of Chicago and Chicago Park District.","2009-10-07T00:00:00.000",,"350000","350000","100",,"48","Edgewater","1167296.0118327886","1936043.000281502","41.9800597655","-87.6601182399","
,  
(41.980059765533774, -87.6601182399245)"
"500082","49th Street/St. Lawrence Avenue","Cornerstone Apartments","4950 S Langley Av","Related Midwest","Located in Grand Boulevard, the project includes a total of 59 units, with 52 units being allocated as Low Income Housing Tax Credit units. These apartments were built for low and moderate-income families. The buildings will meet the Energy Star rating.","2014-06-04T00:00:00.000","2016-03-17T00:00:00.000","2000000","15074487","13.27","52","4","Grand Boulevard","1181729.2966575534","1872129.6165556472","41.8043553511","-87.6090229601","
,  
(41.804355351115625, -87.60902296010741)"
"1807","35th/State","IIT / Townsend Development","3440 S Dearborn St","Townsend Chicago, LLC","The project consists of a 126,000 square feet rehabilitation of office/institutional space into flexible research/office space, used to house tech business incubators.  The building is in the former Chemical Research Building on  IIT campus.","2005-10-06T00:00:00.000","2012-12-06T00:00:00.000","13400000","13400000","100",,"3","Douglas","1176492.7168636196","1882013.2613425457","41.8315964254","-87.6279305773","
,  
(41.831596425369504, -87.62793057725152)"
"1054","47th and King Drive","Rosenwald Courts","4600 S Michigan Av","Rosenwald Courts Apartments LP","Located in the Grand Boulevard community area, the project consists of the acquisition and rehabilitation of the Landmark Rosenwald building. The project includes 235 one and two bedroom rental units for seniors and families, 81,700 square feet of retail/office space, a new parking structure with a ground floor grocery store and land for off-site parking.","2013-10-16T00:00:00.000","2017-08-15T00:00:00.000","25000000","109842757","22.76","233","3","Grand Boulevard","1177890.5411365796","1874521.5895508523","41.8110070469","-87.6230291092","
,  
(41.81100704687339, -87.62302910923805)"
"1259","24th/Michigan","IGA - CBE - Teachers Acad - ES","55 W Cermak Rd",,"missing","2002-03-27T00:00:00.000",,"47000000","47000000","100",,"3","Near South Side","1176061.391761788","1889726.7567687372","41.8527725549","-87.6292811368","
,  
(41.85277255488514, -87.62928113684461)"
"1340","47th/Ashland","Glazier - Cardinal - 52nd Ashland","5233 S Ashland Av","Cardinal Limited Partnership","The project includes the construction of 12,800 square feet of retail and professional center and parking.","2003-02-05T00:00:00.000","2004-10-25T00:00:00.000","311107","1637411","19",,"16","New City","1166605.1246772078","1869873.7566347132","41.7985013651","-87.6645556543","
,  
(41.79850136507366, -87.6645556542855)"
"500278","Western Avenue North","IGA - CPD - Welles Park","2333 W Sunnyside Av","Chicago Park District","An intergovernmental agreement between the City of Chicago and Chicago Park District.","2014-06-25T00:00:00.000",,"1300000","1300000","100",,"47","Lincoln Square","1159833.187778374","1929783.3839479345","41.9630407499","-87.6877371173","
,  
(41.96304074988563, -87.68773711730951)"
"15439","Pulaski Corridor","Marine Leadership at Ames HS IGA with CPS BAS","1920 N Hamlin Av","CPS","IGA with CPS for Building Automation System improvements at Marine Leadership Academy at Ames HS.","2022-04-27T00:00:00.000",,"186200","186200","100",,"26","Logan Square","1150696.7793552787","1912593.822858145","41.9160551929","-87.7217794533","
,  
(41.91605519289756, -87.72177945326514)"
"19904","Bryn Mawr/Broadway","Bryn Mawr Station Rehabilitation","1119 W Bryn Mawr Av","Chicago Transit Authority","Agreement between the City of Chicago and the Chicago Transit Authority","2013-05-24T00:00:00.000",,"10000000","82698500","12.09",,"48","Edgewater","1167635.9506253914","1937312.4186946175","41.9835357452","-87.6588313182","
,  
(41.983535745183424, -87.65883131820925)"
"1656","River South","IGA - CPD - Park 0481 - Ping Tom - II","300 W 19th St","Chicago Park District","Intergovernmental Agreement between the City of Chicago and the Chicago Park District","2010-03-10T00:00:00.000",,"22000000","22000000","100",,"11","Armour Square","1174799.8345923112","1891209.0515111336","41.8568683707","-87.6338670857","
,  
(41.856868370692965, -87.63386708568844)"
"11728","24th/Michigan","IGA - CBE - 2300 S. Dearborn","2300 S Dearborn St","Chicago Public Schools","Located in the Near South, the project includes the construction of an athletic field and improvement.","2016-01-13T00:00:00.000",,"4600000","4600000","100",,"3","Near South Side","1176314.7134601742","1889071.168012676","41.8509678693","-87.6283711303","
,  
(41.85096786933982, -87.6283711302595)"
"1344","Archer Courts","Archer Courts - Phase II - Townhomes","2220 S Princeton Av","Chicago Community Dev Corp","New construction; 43 townhomes","1999-05-12T00:00:00.000",,"3000000","15000000","20","145","11","Armour Square","1174523.0543224905","1889516.3328169652","41.8522296085","-87.6349335476","
,  
(41.85222960849175, -87.63493354758354)"
"1041","Western Avenue/Rock Island","Home Run Inn","10900 S Western Av","CP MOK Properties, LLC.","Located in Morgan Park, the project includes the construction of a 4,500 square foot commercial facility with approximately 20 parking spaces that be leased out to Home Run Inn Pizza. The project will create 35 permanent jobs (10 full-time and 25 part-time) and approximately 50 temporary construction jobs.","2011-12-14T00:00:00.000","2016-05-12T00:00:00.000","350000","1556995","22.48",,"19","Morgan Park","1162292.7644057227","1832249.7228357347","41.6953463003","-87.6814153564","
,  
(41.69534630027884, -87.68141535642928)"
