geoid,intptlat,intptlon,aland_sqm,awater_sqm
17031630600,+41.8012095,-087.6888524,1102329,0
17031630800,+41.7899652,-087.6985725,655815,0
17031630900,+41.7898114,-087.7083655,659762,0
17031640100,+41.7819196,-087.7398608,305457,0
17031640300,+41.7815321,-087.7716353,1324645,0
17031640400,+41.7811784,-087.7912474,1334945,0
17031640500,+41.7756825,-087.7909879,661917,0
17031640600,+41.7760362,-087.7714298,659757,0
17031640700,+41.7764111,-087.7519356,657092,0
17031640800,+41.7748241,-087.7397422,326769,0
17031650100,+41.7823766,-087.7178549,673422,0
17031650200,+41.7822221,-087.7302252,991073,0
17031650301,+41.7749275,-087.7299916,985558,0
17031650302,+41.7750931,-087.7177331,664019,0
17031650400,+41.7653118,-087.7171651,1102193,0
17031650500,+41.7622187,-087.7320352,3246103,0
17031660301,+41.7799541,-087.6982872,163782,0
17031660302,+41.7835957,-087.6983926,491837,0
17031660400,+41.7825321,-087.7080441,645646,0
17031660500,+41.7752461,-087.7079271,657188,0
17031660600,+41.7772873,-087.6933406,658608,0
17031660700,+41.7738452,-087.6810955,480681,0
17031660800,+41.7736413,-087.6932656,655390,0
17031660900,+41.7678191,-087.6990630,1811423,161566
17031661000,+41.7618177,-087.6850469,1118966,0
17031661100,+41.7607864,-087.7026636,1295866,0
17031670100,+41.7904937,-087.6572084,326892,0
17031670200,+41.7904247,-087.6620627,326542,0
17031670300,+41.7903576,-087.6669167,326330,0
17031670400,+41.7902996,-087.6717698,326418,0
17031670500,+41.7865780,-087.6764044,622494,0
17031670600,+41.7830054,-087.6715772,327032,0
17031670700,+41.7830686,-087.6667315,326730,0
17031670800,+41.7831442,-087.6618790,326299,0
17031670900,+41.7832124,-087.6570220,326291,0
17031671100,+41.7767771,-087.6617159,245194,0
17031671200,+41.7766993,-087.6665823,244922,0
17031671300,+41.7739015,-087.6713493,484665,0
17031671400,+41.7737921,-087.6762289,495626,0
17031671500,+41.7681722,-087.6696315,741246,0
17031671600,+41.7694999,-087.6615113,407164,0
17031671800,+41.7614010,-087.6564481,324235,0
17031671900,+41.7613256,-087.6612802,322062,0
17031672000,+41.7611983,-087.6711281,995092,0
17031680500,+41.7905639,-087.6523524,326856,0
17031680600,+41.7832811,-087.6521652,326466,0
17031680900,+41.7764305,-087.6376304,1032879,0
17031681000,+41.7760398,-087.6495479,652467,0
17031681100,+41.7687665,-087.6493595,652438,0
17031681200,+41.7691893,-087.6384976,794733,0
17031681300,+41.7611807,-087.6398423,718139,0
17031681400,+41.7615223,-087.6491706,646368,0
17031690300,+41.7686693,-087.6290093,512681,0
17031690400,+41.7692590,-087.6202039,651075,0
17031690500,+41.7681794,-087.6121031,323161,0
17031690900,+41.7621424,-087.6103447,655477,0
17031691000,+41.7619654,-087.6200151,648676,0
17031691100,+41.7617135,-087.6298721,675743,0
17031691200,+41.7526208,-087.6304113,1003068,10662
17031691300,+41.7546811,-087.6198472,647447,0
17031691400,+41.7548455,-087.6101685,656684,0
17031691500,+41.7550528,-087.6002666,674522,0
17031700100,+41.7535935,-087.6953091,2311840,0
17031700200,+41.7529893,-087.7237840,1614071,0
17031700301,+41.7456225,-087.7317117,1275707,0
17031700302,+41.7383652,-087.7313064,1319649,0
17031700401,+41.7455372,-087.7120355,1482529,0
17031700402,+41.7382302,-087.7118234,1148944,0
17031700501,+41.7462133,-087.6903423,1670340,0
17031700502,+41.7388522,-087.6887683,1722969,0
17031710100,+41.7533918,-087.6419713,215116,0
17031710200,+41.7551131,-087.6514252,741782,0
17031710300,+41.7540485,-087.6611057,327581,0
17031710400,+41.7539184,-087.6709328,1002458,0
17031710500,+41.7475316,-087.6707874,748404,0
17031710600,+41.7476600,-087.6609434,244933,0
17031710700,+41.7471100,-087.6568840,490083,0
17031710800,+41.7478366,-087.6488126,816273,0
17031710900,+41.7421461,-087.6396893,990948,0
17031711000,+41.7396436,-087.6485811,654358,0
17031711100,+41.7395016,-087.6583002,653926,0
17031711200,+41.7405561,-087.6698252,1102231,0
17031711300,+41.7335044,-087.6672855,350019,0
17031711400,+41.7336614,-087.6521168,745157,0
17031711500,+41.7324402,-087.6386888,649295,0
17031720100,+41.7276164,-087.6747355,1965312,0
17031720200,+41.7130417,-087.6660545,1672473,0
17031720300,+41.7139198,-087.6771439,1264753,0
17031720400,+41.7099918,-087.6866686,663284,0
17031720500,+41.7028353,-087.6891011,1042167,0
17031720600,+41.7027764,-087.6772070,582372,0
17031720700,+41.7031071,-087.6651388,1049859,0
17031730100,+41.7251952,-087.6384256,656951,0
17031730201,+41.7268625,-087.6579016,998832,0
17031730202,+41.7264299,-087.6485425,872692,0
17031730300,+41.7274693,-087.6645667,297371,0
17031730400,+41.7178408,-087.6526479,1285204,0
17031730500,+41.7142653,-087.6381377,1317608,0
17031730600,+41.7106003,-087.6504857,1007256,0
17031730700,+41.7030817,-087.6500793,988114,0
17031740100,+41.6972859,-087.6986083,891330,0
17031740200,+41.7047017,-087.7127057,1962882,0
17031740300,+41.6950694,-087.7107233,1320728,0
17031740400,+41.6872391,-087.7193158,2838804,0
17031750100,+41.6958345,-087.6520283,1285527,0
17031750200,+41.6956647,-087.6714247,1311132,0
17031750300,+41.6953911,-087.6861726,661763,0
17031750400,+41.6856566,-087.6850710,995559,0
17031750500,+41.6846154,-087.6712334,2636170,0
17031750600,+41.6886312,-087.6520493,1316350,0
17031760801,+41.9834867,-087.8448495,1300063,0
17031760802,+41.9561268,-087.8426210,6189567,24085
17031760803,+41.9753408,-087.8441356,762869,0
17031770201,+41.9976219,-088.0176952,2811950,15346
17031770202,+42.0286697,-088.0219089,10961428,868307
17031770300,+42.0411009,-088.0063939,14379522,30263
17031770400,+42.0246767,-087.9740263,5175590,18740
17031770500,+42.0080063,-087.9447433,6753655,0
17031770601,+42.0291453,-087.9087421,2767944,0
17031770602,+42.0119110,-087.9074973,5390210,153161
17031770700,+41.9854357,-087.8694197,4677383,0
17031770800,+41.9633197,-087.8664226,3925188,0
17031770901,+41.9705560,-087.8168604,1239068,0
17031770902,+41.9700602,-087.8361806,1162648,0
17031800100,+42.1339745,-087.7477294,3168956,3084876
17031800200,+42.1344071,-087.7711018,6956131,497003
17031800300,+42.1125387,-087.7574932,3234208,207366
17031800400,+42.1116252,-087.7290577,2964651,3498338
17031800500,+42.1002317,-087.7407481,3396079,0
17031800600,+42.0887818,-087.7143339,1539777,0
17031800700,+42.0847062,-087.7425824,3984215,0
17031800800,+42.0972200,-087.7586298,4148396,98380
17031800900,+42.0735095,-087.7527614,2132398,0
17031801000,+42.0723092,-087.7348644,2533873,0
17031801100,+42.0751828,-087.7149697,1873164,0
17031801200,+42.0788722,-087.6848300,1939107,3500828
17031801300,+42.0741035,-087.6970402,1873798,0
17031801400,+42.0711418,-087.7656006,1434291,0
17031801500,+42.1399021,-087.8145971,10122968,104465
17031801601,+42.1452894,-087.8630230,6479640,0
17031801603,+42.0871170,-087.8770893,8032277,152920
17031801605,+42.1291981,-087.8632115,4718450,75315
17031801606,+42.1163254,-087.8687084,6282273,40314
17031801607,+42.0894170,-087.8589238,5578921,0
17031801608,+42.1064279,-087.8310901,6810863,73692
17031801701,+42.1264867,-087.8429419,2167634,0
17031801702,+42.1252389,-087.8281456,3334398,13426
17031801800,+42.1151825,-087.7875818,10723316,334524
17031801901,+42.0949930,-087.8008408,3911136,109657
17031801902,+42.0865354,-087.7833677,3175295,0
17031802002,+42.0732542,-087.8320839,3236864,0
17031802003,+42.0795988,-087.8456411,1712240,0
17031802004,+42.0693032,-087.8537258,1072961,0
17031802100,+42.0722616,-087.8115442,1845010,0
17031802200,+42.0729443,-087.7881169,4437336,0
17031802300,+42.0904797,-087.8242139,5204580,0
17031802402,+42.1479523,-087.9100992,5417488,75626
17031802403,+42.1418701,-087.9531258,561475,0
17031802404,+42.1477505,-087.9440326,2551828,0
17031802503,+42.1316179,-087.9537744,1929713,0
17031802504,+42.1343263,-087.9370604,3403957,19498
17031802505,+42.1222750,-087.9126363,7053776,44923
17031802506,+42.1299534,-087.8977629,3703831,0
17031802605,+42.0971260,-087.9129492,5250966,0
17031802607,+42.0979804,-087.9331480,1855268,78992
17031802608,+42.1009482,-087.9488888,4380134,0
17031802609,+42.1053603,-087.8996709,974033,0
17031802610,+42.0976999,-087.8954887,1281200,0
17031802701,+42.0843917,-087.9166479,3206985,0
17031802702,+42.0742533,-087.9076154,5659568,0
17031802801,+42.0826842,-087.9568289,2926591,41892
17031802802,+42.0716670,-087.9432469,3572573,0
17031802900,+42.0971614,-087.9690169,4547460,0
17031803005,+42.1322418,-087.9920463,3050593,0
17031803007,+42.1317433,-087.9706739,2567284,0
17031803008,+42.1181133,-087.9704677,2516508,0
17031803010,+42.1512524,-087.9799990,2585560,28559
17031803012,+42.1432824,-087.9952320,1470718,0
17031803013,+42.1430920,-087.9718935,1991944,0
17031803014,+42.1188515,-087.9327845,1266250,28253
17031803015,+42.1164128,-087.9496249,3306156,0
17031803016,+42.1208172,-087.9865230,1029774,0
17031803017,+42.1191707,-087.9982585,2969423,0
17031803100,+42.1003925,-087.9864133,1738132,0
17031803200,+42.0988438,-087.9976755,2773990,0
17031803300,+42.0850701,-087.9894768,1987423,0
17031803400,+42.0745454,-087.9711873,3077022,0
17031803500,+42.0739284,-087.9940638,2951704,0
17031803603,+42.1203621,-088.0953704,10112403,0
17031803604,+42.1298817,-088.0409769,2518649,0
17031803605,+42.1280433,-088.0248514,3191637,40495
17031803607,+42.1185514,-088.0155401,2531011,50181
17031803608,+42.1440733,-088.0735467,15535512,525154
17031803611,+42.1481082,-088.0181130,1119235,19131
17031803612,+42.1498523,-088.0087908,672853,0
17031803613,+42.1403097,-088.0135006,788579,1610
17031803614,+42.1363338,-088.0112153,728926,0
17031803615,+42.1312692,-088.0784266,1345647,25644
17031803616,+42.1306440,-088.0603591,3012886,63129
17031803701,+42.1190705,-088.0525589,1485727,0
17031803702,+42.1056862,-088.0541460,3430188,0
17031803800,+42.1090260,-088.0354428,3334528,0
17031803901,+42.0973527,-088.0193821,5641205,96226
17031803902,+42.0829609,-088.0152318,2201658,0
17031804000,+42.0727630,-088.0180750,2532233,0
17031804102,+42.0967210,-088.0754279,8402923,126940
17031804104,+42.1047153,-088.1091660,2911330,0
17031804105,+42.0777210,-088.0965417,12782814,75900
17031804106,+42.0879204,-088.0500926,3985971,0
17031804108,+42.0749485,-088.0507852,1214480,0
17031804109,+42.0754963,-088.0367314,2367605,0
17031804202,+42.1014508,-088.1308489,13529397,579416
17031804203,+42.0988871,-088.1581646,14887914,698341
17031804204,+42.1151722,-088.2021930,61847415,1758649
17031804305,+42.0376728,-088.1603535,2929117,86802
17031804306,+42.0219819,-088.1740085,2536348,0
17031804308,+42.0239204,-088.1526990,2279542,0
17031804309,+42.0125737,-088.1575723,2042642,0
17031804312,+42.0542353,-088.2008038,8201105,17262
17031804313,+42.0625192,-088.2401967,3902004,0
17031804314,+42.0377093,-088.2040103,6535970,0
17031804315,+42.0200711,-088.1881830,1062785,0
17031804316,+42.0262543,-088.2006618,3247075,0
17031804403,+42.0513685,-088.2424140,4208560,132403
17031804404,+42.0422885,-088.2441212,3099576,0
17031804405,+42.0347680,-088.2429903,1674250,0
17031804406,+42.0174771,-088.2561802,7052082,41081
17031804505,+41.9936149,-088.1751552,3088855,0
17031804506,+42.0031424,-088.1964874,4979651,42874
17031804508,+42.0073192,-088.1800998,936040,0
17031804509,+42.0044138,-088.1651208,2155196,0
17031804510,+42.0000406,-088.1525557,1403373,0
17031804511,+41.9922655,-088.1522087,915695,0
17031804512,+42.0200467,-088.2211419,3716161,0
17031804513,+42.0084595,-088.2251086,5000910,129989
17031804514,+41.9987533,-088.2307015,6677232,79284
17031804603,+42.0543487,-088.0540088,11859086,9786
17031804606,+42.0091360,-088.0480798,5008946,61278
17031804607,+41.9973360,-088.0520065,3639630,7556
17031804608,+42.0338680,-088.0729963,2713928,12120
17031804609,+42.0315791,-088.0446067,3856659,0
17031804610,+42.0240925,-088.0510406,1637251,23682
17031804611,+42.0188278,-088.0677831,2557338,0
17031804701,+42.0516883,-088.1606437,12593640,143185
17031804705,+42.0594346,-088.1136271,1921236,46614
17031804706,+42.0550449,-088.1067312,1688303,8970
17031804709,+42.0374913,-088.0874060,3045418,30138
17031804710,+42.0317627,-088.1075420,2204120,33342
17031804711,+42.0353003,-088.1397559,2085305,62727
17031804712,+42.0365788,-088.1261143,2369935,58189
17031804713,+42.0535227,-088.0899484,1636054,0
17031804714,+42.0630032,-088.0935439,2293040,31464
17031804715,+42.0450231,-088.0977017,849060,0
17031804716,+42.0420219,-088.1141927,2296442,0
17031804803,+41.9998125,-088.0888747,5658767,40590
17031804804,+41.9968749,-088.1267398,4843469,51488
17031804805,+42.0200706,-088.1290843,3302484,0
17031804806,+42.0086881,-088.1363775,1163257,0
17031804807,+42.0103801,-088.1199897,2364666,0
17031804808,+42.0220152,-088.1000250,1531187,0
17031804809,+42.0110786,-088.1012621,2293139,0
17031804810,+42.0161512,-088.0829772,3044191,0
17031804901,+42.0594171,-087.9322202,2860240,0
17031804902,+42.0446148,-087.9309674,2615987,0
17031805001,+42.0564377,-087.9512516,3097295,0
17031805002,+42.0423539,-087.9507693,1886336,0
17031805105,+42.0583574,-088.0130994,2931624,16606
17031805106,+42.0608181,-087.9982952,1702294,0
17031805107,+42.0414143,-087.9805229,3174474,88009
17031805108,+42.0438468,-087.9665233,1502410,1676
17031805109,+42.0550728,-087.9760987,2572974,0
17031805110,+42.0628235,-087.9744666,1939217,0
17031805111,+42.0355070,-087.9438078,3860702,10009
17031805112,+42.0218595,-087.9376990,2995623,20794
17031805201,+42.0608624,-087.8307449,1831780,0
17031805202,+42.0596527,-087.8147419,1567950,0
17031805301,+42.0449740,-087.8196521,1058874,0
17031805302,+42.0497649,-087.8134423,1549942,0
17031805401,+42.0330767,-087.8259769,2611812,0
17031805402,+42.0297739,-087.8113312,1975529,0
17031805501,+42.0196065,-087.8378985,2023150,0
17031805502,+42.0171513,-087.8239849,1849201,0
17031805600,+42.0025082,-087.8309177,1890905,0
17031805701,+42.0029705,-087.8510299,2755195,0
17031805702,+41.9920564,-087.8468300,1676144,0
17031805801,+42.0183800,-087.8631205,1871859,58160
17031805802,+42.0152617,-087.8473873,1746701,25989
17031805901,+42.0348396,-087.8707849,3709721,46782
17031805902,+42.0329109,-087.8472073,3024575,0
17031806001,+42.0603600,-087.8491466,1835738,0
17031806002,+42.0482600,-087.8666022,2316162,137132
17031806004,+42.0472521,-087.8358213,2693086,0
17031806005,+42.0435347,-087.8506827,584553,0
17031806006,+42.0506342,-087.8502225,654286,0
17031806102,+42.0479477,-087.9024646,3295963,0
17031806103,+42.0588334,-087.9118137,2710682,0
17031806104,+42.0606132,-087.8784621,4653398,67321
17031806201,+42.0454459,-087.8897882,627820,0
17031806202,+42.0376100,-087.8888917,1204349,0
17031806300,+42.0379179,-087.9023799,2011841,0
17031806400,+42.0288302,-087.8818220,1143691,29233
17031806501,+42.0157961,-087.8910650,834958,0
17031806502,+42.0165164,-087.8782773,2499883,0
17031806600,+42.0034176,-087.8730733,2823386,122767
17031806700,+42.0528083,-087.7228016,1770972,0
17031806801,+42.0563811,-087.7395379,2239485,0
17031806802,+42.0443774,-087.7397696,964594,0
17031806900,+42.0567650,-087.7557144,2740297,0
17031807000,+42.0444492,-087.7555400,1135578,0
17031807100,+42.0444535,-087.7210786,1528033,0
17031807200,+42.0371751,-087.7285103,2489125,0
17031807300,+42.0337614,-087.7549133,2037391,0
17031807400,+42.0281935,-087.7398439,1396762,0
17031807500,+42.0279578,-087.7281380,988887,0
17031807600,+42.0214424,-087.7224577,4413911,0
17031807700,+42.0207639,-087.7542195,1697095,0
17031807800,+42.0151569,-087.7637294,2547904,0
17031807900,+42.0041886,-087.7487798,2013730,0
17031808001,+42.0070209,-087.7354065,2202703,0
17031808002,+42.0050636,-087.7194386,2754904,0
17031808100,+42.0113034,-087.7900018,4896434,0
17031808200,+42.0264200,-087.7973221,2630428,0
17031808301,+42.0333408,-087.7851412,3827249,0
17031808302,+42.0322813,-087.7667893,1390532,0
17031808400,+42.0487380,-087.7938583,3153675,0
17031808500,+42.0472355,-087.7735988,2425583,0
17031808600,+42.0602335,-087.7856085,3812730,0
17031808702,+42.0582040,-087.6718922,940548,784592
17031808800,+42.0655221,-087.6819475,1932175,726768
17031808900,+42.0665152,-087.7174711,1433889,0
17031809000,+42.0597569,-087.7189140,1451001,0
17031809100,+42.0593520,-087.7043588,1251056,0
17031809200,+42.0525535,-087.6992705,1193253,0
17031809300,+42.0579521,-087.6864657,1017701,0
17031809401,+42.0447842,-087.6725221,669555,1649008
17031809402,+42.0490312,-087.6820289,340148,0
17031809500,+42.0464554,-087.6877279,706466,0
17031809600,+42.0447451,-087.6999044,1300138,0
17031809700,+42.0374659,-087.6999151,1323074,0
17031809800,+42.0375290,-087.6854990,597774,0
17031809900,+42.0376185,-087.6752631,765552,0
17031810000,+42.0247367,-087.6693055,1110117,1422820
17031810100,+42.0302060,-087.6846291,723779,0
17031810200,+42.0228223,-087.6833402,883828,0
17031810301,+42.0253099,-087.7016081,1726894,0
17031810302,+42.0294129,-087.6947173,781827,0
17031810400,+41.9875737,-087.8294387,2319249,0
17031810501,+41.9602807,-087.8259863,2272696,0
17031810502,+41.9595847,-087.8104592,1793871,0
17031810600,+41.9642246,-087.7961002,1534759,0
17031810701,+41.9309116,-087.8114750,629767,0
17031810702,+41.9252753,-087.8159951,686174,0
17031810800,+41.9322899,-087.8209674,989819,0
17031810900,+41.9165283,-087.8100724,1065680,0
17031811000,+41.9156680,-087.8197163,1571277,0
17031811100,+41.9270773,-087.8344152,3648948,0
17031811200,+41.9222261,-087.8453739,3427329,0
17031811301,+41.9159946,-087.8832944,2944975,0
17031811302,+41.9160827,-087.8595375,3997119,0
17031811401,+41.9335763,-087.8707053,1456660,0
17031811402,+41.9266487,-087.8748227,1618176,0
17031811500,+41.9413776,-087.8686704,2825236,0
17031811600,+41.9511884,-087.8722007,2931455,0
17031811701,+41.9421289,-087.9029937,7240185,0
17031811702,+41.9264468,-087.9046009,2722425,0
17031811800,+41.9141121,-087.9064379,3695327,0
17031811900,+41.9008459,-087.8189279,3572450,0
17031812000,+41.8875807,-087.8201224,2850054,4794
17031812100,+41.9025047,-087.7798547,1040870,0
17031812200,+41.9054055,-087.7946857,1482580,0
17031812301,+41.8891477,-087.7984589,603513,0
17031812302,+41.8967468,-087.8015407,677387,0
17031812400,+41.8957739,-087.7911158,1389047,0
17031812500,+41.8913783,-087.7806992,963641,0
17031812600,+41.8835487,-087.7796661,629191,0
17031812700,+41.8833934,-087.7894754,638933,0
17031812801,+41.8831878,-087.8024147,317375,0
17031812802,+41.8832890,-087.7971767,370744,0
17031812900,+41.8763226,-087.7953122,1117349,0
17031813000,+41.8763621,-087.7806602,833025,0
17031813100,+41.8690097,-087.7816188,992592,0
17031813200,+41.8690617,-087.7969689,1116204,0
17031813301,+41.8621602,-087.7544156,647921,0
17031813302,+41.8622744,-087.7446672,647220,0
17031813400,+41.8609814,-087.7666419,1110013,0
17031813500,+41.8581606,-087.7757697,824363,0
17031813600,+41.8540563,-087.7648564,701701,0
17031813701,+41.8548833,-087.7541951,667532,0
17031813702,+41.8551811,-087.7465073,374768,0
17031813801,+41.8503452,-087.7434594,841626,0
17031813802,+41.8479746,-087.7539886,584419,0
17031813900,+41.8465010,-087.7684910,686988,0
17031814000,+41.8453738,-087.7754192,624154,0
17031814100,+41.8422803,-087.7630429,1300127,0
17031814200,+41.8356494,-087.7456153,2449564,0
17031814300,+41.8342003,-087.7582502,907133,0
17031814400,+41.8276860,-087.7635474,1665055,0
17031814500,+41.8302073,-087.7745468,1157814,0
17031814600,+41.8616508,-087.7850665,825815,0
17031814700,+41.8614519,-087.7976272,863826,0
17031814800,+41.8494406,-087.7983382,1430917,0
17031814900,+41.8533777,-087.7897934,619046,0
17031815000,+41.8562543,-087.7830143,537626,0
17031815100,+41.8475102,-087.7855812,666562,0
17031815200,+41.8383064,-087.7840493,1448697,0
17031815300,+41.8393764,-087.7953526,780746,0
17031815400,+41.8313704,-087.7961910,1413266,0
17031815500,+41.8251471,-087.7877679,1525999,0
17031815600,+41.8449684,-087.8240397,3261830,0
17031815701,+41.8367113,-087.8110754,1882610,0
17031815702,+41.8283595,-087.8169399,3331292,26161
17031815800,+41.8315845,-087.8366826,1968461,17368
17031815900,+41.8832373,-087.8097247,662838,0
17031816000,+41.8763759,-087.8163473,1262897,0
17031816100,+41.8615597,-087.8183947,6119819,0
17031816200,+41.9036197,-087.8408290,1920445,0
17031816300,+41.9042501,-087.8577095,924162,0
17031816401,+41.8955765,-087.8603346,659144,0
17031816402,+41.8943837,-087.8509820,1029660,0
17031816500,+41.8962808,-087.8935603,3487184,0
17031816600,+41.9032163,-087.8808408,869761,0
17031816700,+41.9045705,-087.8963779,1131236,0
17031816800,+41.8914374,-087.9119067,4775447,0
17031816900,+41.8867815,-087.8906599,1470362,0
17031817000,+41.8873598,-087.8725068,2174630,0
17031817101,+41.8762488,-087.8780999,988837,0
17031817102,+41.8771915,-087.8657806,1542532,0
17031817200,+41.8830061,-087.8545258,1090907,0
17031817300,+41.8840812,-087.8478481,733391,0
17031817400,+41.8930003,-087.8382560,1094405,0
17031817500,+41.8802930,-087.8358233,1888113,0
17031817600,+41.8700996,-087.8384434,1034542,0
17031817700,+41.8717500,-087.8517415,1453765,0
17031817900,+41.8587760,-087.8449998,3308625,0
17031818000,+41.8543592,-087.8584391,3519138,0
17031818100,+41.8511914,-087.8737524,1333263,0
17031818200,+41.8635151,-087.8751418,2000861,0
17031818300,+41.8772724,-087.8987752,3173238,0
17031818401,+41.8614167,-087.9031250,6837664,0
17031818402,+41.8518960,-087.8918596,1274059,0
17031818500,+41.8407439,-087.8984346,5618667,0
17031818600,+41.8402410,-087.8654967,2478071,0
17031818700,+41.8335498,-087.8461152,1530847,0
17031818800,+41.8271222,-087.8544213,1821565,0
17031818900,+41.8275855,-087.8668626,1482926,0
17031819000,+41.8259449,-087.8950412,6276757,562
17031819100,+41.8158454,-087.8134835,2573890,96363
17031819200,+41.8118790,-087.8300332,2476227,0
17031819300,+41.8174473,-087.8501198,1030112,0
17031819400,+41.8100292,-087.8498739,1650522,0
17031819500,+41.8143023,-087.8672573,1467549,0
17031819600,+41.8051233,-087.8684177,1474314,0
17031819700,+41.8090439,-087.8808243,2426770,0
17031819801,+41.8121922,-087.8974038,2186479,0
17031819802,+41.7972017,-087.8949053,1736378,0
17031819900,+41.8041801,-087.9071573,2090712,0
17031820000,+41.8014106,-087.9139502,1731364,0
17031820101,+41.7761897,-087.9034274,6973465,48267
17031820103,+41.7899375,-087.8661978,3054881,0
17031820104,+41.7821533,-087.8771020,3277658,0
17031820202,+41.7778184,-087.8507159,21881464,882493
17031820203,+41.7344487,-087.9022772,6164579,5108
17031820204,+41.7594817,-087.8917122,7038973,0
17031820300,+41.7923913,-087.8068826,1388690,52580
17031820400,+41.7821747,-087.8125631,2526266,65423
17031820501,+41.7710690,-087.8141057,6654812,167538
17031820502,+41.7538582,-087.8048060,3645914,0
17031820603,+41.7530761,-087.8434104,2679935,124602
17031820604,+41.7498750,-087.8268790,2928756,0
17031820605,+41.7384267,-087.8309652,1603568,19248
17031820606,+41.7377492,-087.8542947,3483567,0
17031820700,+41.8170254,-087.7737005,4983928,94151
17031820800,+41.8072538,-087.7735919,5632378,404692
17031820901,+41.7628985,-087.7745229,11561425,0
17031820902,+41.7539907,-087.7530181,2267569,0
17031821001,+41.7421720,-087.7913613,1973793,0
17031821002,+41.7415272,-087.7764294,2216277,0
17031821101,+41.7382829,-087.7621853,1720124,0
17031821102,+41.7429218,-087.7492511,1968487,0
17031821200,+41.6683914,-087.6722979,2943051,0
17031821300,+41.6551198,-087.6674619,1752587,154299
17031821401,+41.6662102,-087.6578736,853996,0
17031821402,+41.6614309,-087.6520323,1676878,92477
17031821500,+41.6505617,-087.6360769,4197000,452975
17031821600,+41.7300221,-087.6993289,3553239,0
17031821700,+41.7211743,-087.7153549,1551015,0
17031821800,+41.7194986,-087.7004232,2147414,0
17031821900,+41.7122395,-087.6969816,1905035,0
17031822000,+41.7312484,-087.7311338,1240338,0
17031822101,+41.7241572,-087.7456175,1861189,0
17031822102,+41.7215520,-087.7315013,2243695,0
17031822200,+41.7272130,-087.7590953,1396248,0
17031822301,+41.7298543,-087.7712608,1449751,0
17031822302,+41.7171622,-087.7740754,1595918,0
17031822400,+41.7229415,-087.7884717,2388206,0
17031822500,+41.7178739,-087.7582831,1819234,0
17031822601,+41.7089633,-087.7538136,1792135,0
17031822602,+41.6991418,-087.7532159,2477646,0
17031822701,+41.7123761,-087.7303270,1078062,0
17031822702,+41.7056906,-087.7305797,1298804,0
17031822801,+41.6954003,-087.7382048,1150858,0
17031822802,+41.6975608,-087.7278727,1305003,0
17031822900,+41.7276936,-087.7947697,814250,0
17031823001,+41.7069648,-087.7841873,3644304,0
17031823002,+41.6960739,-087.7694862,2007865,0
17031823101,+41.6908498,-087.7928456,1633867,0
17031823102,+41.6857372,-087.7792908,3646338,32715
17031823200,+41.6772853,-087.7557003,7502426,150853
17031823302,+41.6607730,-087.7233375,5529558,82421
17031823303,+41.6777448,-087.7279109,2008920,0
17031823304,+41.6814296,-087.7027507,3553267,0
17031823400,+41.6651703,-087.6965048,5160342,0
17031823500,+41.6656032,-087.6831791,1112872,0
17031823602,+41.6496157,-087.7616774,4847240,72892
17031823603,+41.6499736,-087.7105022,2164913,330290
17031823604,+41.6578553,-087.7884282,3563789,0
17031823605,+41.6675277,-087.7753771,3287628,206528
17031823702,+41.7109982,-087.8320932,3898288,0
17031823703,+41.7188043,-087.8082530,5198056,0
17031823704,+41.7266564,-087.8391701,1949667,0
17031823705,+41.7244675,-087.8261928,1955334,0
17031823801,+41.6976101,-087.8774509,45140312,3751790
17031823803,+41.6988605,-087.8279478,5361944,14181
17031823805,+41.6873618,-087.8243549,1448305,0
17031823806,+41.6871426,-087.8044775,2911821,324
17031823901,+41.6690598,-087.8379801,10253446,354897
17031823903,+41.6612104,-087.8180974,5568054,123669
17031823904,+41.6578494,-087.8045131,3707968,29482
17031824003,+41.6635976,-087.9857304,3807660,0
17031824004,+41.6833746,-087.9477068,22708444,1212358
17031824005,+41.6625965,-088.0163038,10985774,297072
17031824006,+41.6523772,-087.9495062,15244813,179568
17031824105,+41.6378233,-087.8374922,4408747,0
17031824106,+41.6183582,-087.8230168,8553860,23928
17031824107,+41.6084180,-087.8133108,3813489,0
17031824113,+41.6223338,-087.8996399,7654662,81529
17031824114,+41.6192003,-087.8801208,6142969,115523
17031824115,+41.6238866,-087.8445146,2683154,42699
17031824116,+41.6109264,-087.8653784,8013252,1301442
17031824119,+41.5818623,-087.8994716,7671236,43640
17031824121,+41.5918128,-087.8275417,1739354,0
17031824122,+41.5799502,-087.8178544,3977048,0
17031824123,+41.5898448,-087.7989125,3917329,25455
17031824124,+41.5957287,-087.8451712,1977892,19721
17031824125,+41.5858756,-087.8380624,1892371,0
17031824126,+41.5674897,-087.8311612,3271427,0
17031824127,+41.5716260,-087.8452525,3070562,0
17031824128,+41.5711509,-087.8661922,8359737,25741
17031824129,+41.5896844,-087.8758128,7124001,62781
17031824300,+41.6413219,-087.6992646,4021382,0
17031824400,+41.6399603,-087.7262096,3129945,0
17031824503,+41.6367320,-087.7819886,12281024,148520
17031824505,+41.6080768,-087.7686415,2703601,0
17031824507,+41.5953290,-087.7732419,5142989,5374
17031824508,+41.6163142,-087.7914771,3618094,0
17031824509,+41.6187892,-087.7718060,2918699,0
17031824601,+41.6286651,-087.7449388,3409598,0
17031824602,+41.6174076,-087.7384991,3606731,0
17031824701,+41.6281716,-087.7186500,1734478,0
