raw_row_number,date,time,location,lat,lng,subject_age,subject_race,subject_sex,officer_id_hash,officer_age,officer_race,officer_sex,officer_years_of_service,type,violation,arrest_made,citation_issued,outcome,raw_race,raw_driver_race
54596,2013-03-21,15:00:00,5700 HARLEM AVE S,NA,NA,44,hispanic,male,f53b537376,NA,white,male,1,vehicular,DRIVING ON SUSPENDED LICENSE,TRUE,NA,arrest,HISPANIC,NA
471147,2013-06-14,10:00:00,6900 BISHOP ST S,41.7685997,-87.6602825,NA,NA,female,NA,NA,white,male,21,vehicular,USING ALLEY AS THRU STREET/VIOL SIGNS,NA,TRUE,citation,NA,NA
594357,2016-09-25,10:00:00,3600 ROOSEVELT RD W,41.866515500000006,-87.7156385,NA,NA,female,NA,NA,hispanic,male,7,vehicular,NO TURN SIGNALS-VIOLATION,NA,TRUE,citation,NA,NA
376107,2012-02-20,20:00:00,2700 GUNNISON ST W,41.96977589999999,-87.69657509999998,NA,NA,male,NA,NA,white,male,11,vehicular,STOP AT STOP SIGN,NA,TRUE,citation,NA,NA
772647,2012-06-15,10:00:00,300 71ST ST E,41.7656347,-87.6184531,NA,NA,male,NA,NA,black,male,13,vehicular,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,NA,TRUE,citation,NA,NA
284262,2016-08-17,22:00:00,1525 59TH ST W,41.7864977,-87.66297089999998,NA,NA,male,NA,NA,hispanic,male,10,vehicular,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,NA,TRUE,citation,NA,NA
96110,2014-02-20,00:00:00,NA,NA,NA,24,white,male,6a3021bd66,NA,white,male,1,vehicular,SPEEDING 26-34 MPH OVER LIMIT,TRUE,NA,arrest,WHITE,NA
581849,2016-01-27,02:00:00,1400 87TH ST E,41.7370898,-87.58985820000001,NA,NA,male,NA,NA,black,male,5,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,NA,TRUE,citation,NA,NA
815633,2015-11-09,20:00:00,3001 95TH ST E,41.7227631,-87.55103869999998,NA,NA,male,NA,NA,white,male,7,vehicular,IVC - CHILD RESTRAINT VIO/CHILD 8/2ND,NA,TRUE,citation,NA,NA
98118,2014-03-05,23:00:00,3337 MADISON ST W,41.8806836,-87.7098484,20,black,female,ca0061c0d0,32,asian/pacific islander,female,8,vehicular,POSS TITLE/REGISTRATION NOT AUTHORIZED ON VEHICLE,TRUE,NA,arrest,BLACK,NA
139179,2015-02-17,15:00:00,5600 HARLEM S,NA,NA,37,hispanic,male,760d290f7f,NA,white,male,9,vehicular,RED/WHITE/OSC/FLSHING/LIGHTS,TRUE,NA,arrest,HISPANIC,NA
567415,2014-01-10,07:00:00,300 JEFFERSON ST S,41.8779939,-87.64255659999998,NA,NA,male,NA,NA,black,male,23,vehicular,IVC - FAIL TO REDUCE SPEED,NA,TRUE,citation,NA,NA
11923,2012-03-29,08:00:00,5000 25TH ST W,NA,NA,30,hispanic,male,NA,NA,NA,NA,NA,vehicular,DRIVING/NEVER ISSUED LICENSE,TRUE,NA,arrest,HISPANIC,NA
408039,2014-01-29,00:00:00,144 ILLINOIS ST W,41.8908164,-87.6327882,NA,NA,male,NA,NA,asian/pacific islander,male,13,vehicular,U-TURN DESIGNTD AREA LOOP,NA,TRUE,citation,NA,NA
574311,2015-08-14,20:00:00,7100 ASHLAND AVE S,41.7647279,-87.6642823,NA,NA,female,NA,NA,white,male,15,vehicular,INSURANCE - OPERATE MTR VEHICLE WITHOUT,NA,TRUE,citation,NA,NA
719836,2014-07-24,17:00:00,214 47TH ST E,41.809512100000006,-87.62040640000001,NA,NA,female,NA,NA,asian/pacific islander,female,8,vehicular,UNINSURED MTR VEH,NA,TRUE,citation,NA,NA
466485,2013-03-17,08:00:00,9800 COMMERCIAL AVE S,41.717156700000004,-87.5513452,NA,NA,male,NA,NA,white,male,9,vehicular,DRIVING/NEVER ISSUED LICENSE,NA,TRUE,citation,NA,NA
803078,2014-01-16,20:00:00,4201 GRAND AVE W,41.907991700000004,-87.73162409999998,NA,NA,male,NA,NA,white,male,11,vehicular,IVC - TRANSPORT/CARRY ALCOHOL LIQUOR/PASSENGER,NA,TRUE,citation,NA,NA
124480,2014-10-03,14:00:00,14700 CENTER S,NA,NA,33,black,male,NA,NA,NA,NA,NA,vehicular,IVC - DISREGARD STOP SIGN,TRUE,NA,arrest,BLACK,NA
23446,2012-07-02,23:00:00,NA,NA,NA,41,black,male,NA,NA,NA,NA,NA,vehicular,DRIVING/NEVER ISSUED LICENSE,TRUE,NA,arrest,BLACK,NA
467109,2013-01-30,15:00:00,1007 LARAMIE AVE N,41.898874,-87.75540600000001,NA,NA,female,NA,NA,hispanic,female,6,vehicular,EXPIRATION OF REGISTRATION,NA,TRUE,citation,NA,NA
431372,2016-01-08,11:00:00,6440 DAKIN ST W,41.9516907,-87.7881223,NA,NA,male,NA,NA,white,male,15,vehicular,DISPLAY ST REG-FRONT/REAR,NA,TRUE,citation,NA,NA
421786,2016-05-06,09:00:00,440 61ST ST E,41.7840781,-87.61390259999999,NA,NA,male,NA,NA,black,female,3,vehicular,"LIGHT, TAIL LIGHTS REQUIRED",NA,TRUE,citation,NA,NA
634282,2013-12-13,13:00:00,1400 KOSTNER AVE S,41.862249,-87.73518100000001,NA,NA,male,NA,NA,hispanic,male,8,vehicular,OPERATOR SIGNAL REQUIRED 100FT OF TURN,NA,TRUE,citation,NA,NA
129477,2014-11-17,02:00:00,NA,NA,NA,32,hispanic,male,c1284a764c,NA,white,male,2,vehicular,IVC - DISREGARD TRAFFIC CONTROL LIGHT,TRUE,NA,arrest,HISPANIC,NA
402668,2014-07-15,17:00:00,200 WELLS ST S,41.8793473,-87.6337728,NA,NA,male,NA,NA,black,male,19,vehicular,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,NA,TRUE,citation,NA,NA
713274,2013-09-15,09:00:00,1600 79TH ST W,41.750339600000004,-87.663523,NA,NA,female,NA,NA,black,male,14,vehicular,LIGHT HEADLIGHTS SUNSET/SUNUP,NA,TRUE,citation,NA,NA
601681,2016-06-30,08:00:00,8101 LAKE SHORE DR S,41.7409049,-87.54044669999998,NA,NA,female,NA,NA,white,male,7,vehicular,IVC - FAIL TO REDUCE SPEED,NA,TRUE,citation,NA,NA
251078,2014-07-18,11:00:00,532 35TH ST E,41.83125709999999,-87.61295059999998,NA,NA,male,NA,NA,black,male,23,vehicular,IVC - DRIVING 21-25 MPH ABOVE SPEED LIMIT,NA,TRUE,citation,NA,NA
181143,2016-02-27,11:00:00,52 HARNEW RD S,NA,NA,24,white,male,e64c54ac3d,48,white,male,17,vehicular,DRIVING ON SUSPENDED LICENSE,TRUE,NA,arrest,WHITE,NA
215206,2012-01-19,08:00:00,822 STATE ST N,41.8973829,-87.62840390000001,NA,NA,female,NA,NA,hispanic,male,18,vehicular,STOP AT STOP SIGN,NA,TRUE,citation,NA,NA
541438,2012-12-04,22:00:00,700 ORLEANS ST N,41.894940500000004,-87.63740179999998,NA,NA,male,NA,NA,black,male,17,vehicular,DISOBEY RED CIRCULAR STEADY SIGNAL STOP,NA,TRUE,citation,NA,NA
708490,2013-08-22,19:00:00,6232 ROCKWELL ST S,41.780014,-87.68853519999998,NA,NA,male,NA,NA,white,female,9,vehicular,"LIGHT, TAIL LIGHTS REQUIRED",NA,TRUE,citation,NA,NA
52830,2013-03-09,01:00:00,NA,NA,NA,18,white,male,NA,NA,NA,NA,NA,vehicular,DRIVING/NEVER ISSUED LICENSE,TRUE,NA,arrest,WHITE,NA
816733,2015-06-26,14:00:00,1732 HERMITAGE AVE N,41.9134046,-87.67164659999999,NA,NA,female,NA,NA,black,male,20,vehicular,IVC - DRIVING 21-25 MPH ABOVE SPEED LIMIT,NA,TRUE,citation,NA,NA
689738,2012-01-12,07:00:00,2600 PULASKI RD S,41.8441154,-87.7245815,NA,NA,female,NA,NA,asian/pacific islander,male,6,vehicular,DISOBEY RED CIRCULAR STEADY SIGNAL STOP,NA,TRUE,citation,NA,NA
591311,2016-10-28,23:00:00,5800 CUMBERLAND AVE N,41.9837863,-87.83650159999998,NA,NA,male,NA,NA,hispanic,male,2,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,NA,TRUE,citation,NA,NA
242507,2014-06-19,12:00:00,1332 WEBSTER AVE W,41.921619299999996,-87.6621052,NA,NA,male,NA,NA,black,male,19,vehicular,STOP AT STOP SIGN,NA,TRUE,citation,NA,NA
164465,2015-09-26,04:00:00,159 LEXINGTON AVE S,NA,NA,48,black,male,NA,NA,NA,NA,NA,vehicular,INSURANCE - OPERATE MTR VEHICLE WITHOUT,TRUE,NA,arrest,BLACK,NA
657668,2016-01-19,10:00:00,3031 PITNEY CT S,41.8385141,-87.66210679999998,NA,NA,female,NA,NA,white,female,10,vehicular,IMPROPER LFT TURN-OTHR THAN 2 WAY,NA,TRUE,citation,NA,NA
242887,2014-08-11,17:00:00,1000 WESTERN AVE N,41.8995034,-87.68723179999998,NA,NA,male,NA,NA,white,male,15,vehicular,TURNS ON RED PROHIBITED/VIOLTN SIGNS,NA,TRUE,citation,NA,NA
609530,2012-01-04,14:00:00,6001 JERSEY AVE N,41.9903691,-87.7110136,NA,white,female,NA,NA,white,female,14,vehicular,FAIL TO YEILD RIGHT OF WAY TO LEFT,NA,TRUE,citation,NA,WHITE
826828,2015-09-09,16:00:00,3500 LAKE SHORE DR NB S,41.9469092,-87.6428605,NA,NA,female,NA,NA,hispanic,male,18,vehicular,IVC - DRIVING 15-20 MPH ABOVE SPEED LIMIT,NA,TRUE,citation,NA,NA
515682,2016-05-26,17:00:00,6418 STATE ST S,41.777009,-87.625676,NA,NA,female,NA,NA,hispanic,female,3,vehicular,NO TURN SIGNALS-VIOLATION,NA,TRUE,citation,NA,NA
266179,2015-11-18,19:00:00,6000 NORTH AVE W,41.909485100000005,-87.7755317,NA,NA,male,NA,NA,asian/pacific islander,female,2,vehicular,ELECTRONIC COMMU DEVICE/2+,NA,TRUE,citation,NA,NA
241310,2013-11-17,00:00:00,52 47TH ST E,41.8093609,-87.6240777,NA,NA,male,NA,NA,black,male,18,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,NA,TRUE,citation,NA,NA
652359,2015-06-28,06:00:00,805 45TH ST E,41.8131646,-87.6064141,NA,NA,female,NA,NA,hispanic,male,2,vehicular,IVC - NOT WEARING SEAT BELT/PASSENGER,NA,TRUE,citation,NA,NA
48761,2013-02-06,13:00:00,3200 THROOP ST S,NA,NA,25,black,male,fc0cfb56f6,35,white,female,11,vehicular,DRIVING ON REVOKED LICENSE,TRUE,NA,arrest,BLACK,NA
337874,2015-06-20,13:00:00,3230 AUGUSTA BLVD W,41.8993747,-87.70793520000001,NA,NA,male,NA,NA,hispanic,male,13,vehicular,DISOBEY RED CIRCULAR STEADY SIGNAL STOP,NA,TRUE,citation,NA,NA
828610,2015-11-14,09:00:00,300 STATE ST S,41.877932,-87.628064,NA,NA,male,NA,NA,asian/pacific islander,male,16,vehicular,UNINSURED MTR VEH,NA,TRUE,citation,NA,NA
381816,2012-07-27,21:00:00,300 63RD ST E,41.7801535,-87.6188373,NA,NA,male,NA,NA,white,male,7,vehicular,"FRONT LIGHT VIO/1ST,2ND",NA,TRUE,citation,NA,NA
354371,2016-12-11,23:00:00,831 79TH ST E,41.751282200000006,-87.6039646,NA,NA,male,NA,NA,white,male,4,vehicular,NO TURN SIGNALS-VIOLATION,NA,TRUE,citation,NA,NA
215101,2012-03-10,11:00:00,800 46TH ST E,41.811341600000006,-87.60660639999998,NA,NA,male,NA,NA,hispanic,female,9,vehicular,STOP AT STOP SIGN,NA,TRUE,citation,NA,NA
174232,2015-12-29,21:00:00,8300 MCCORMICK N,NA,NA,27,unknown,male,NA,NA,NA,NA,NA,vehicular,DRIVING RVK/SUSP DUI/SSS 3RD,TRUE,NA,arrest,UNKNOWN,NA
129227,2014-11-14,20:00:00,NA,NA,NA,38,white,male,NA,NA,NA,NA,NA,vehicular,DRIVING ON SUSPENDED LICENSE,TRUE,NA,arrest,WHITE,NA
779134,2012-09-20,17:00:00,629 WESTERN AVE N,41.8930124,-87.6866819,NA,NA,female,NA,NA,white,female,11,vehicular,REGISTRATION PLATES,NA,TRUE,citation,NA,NA
486351,2014-02-17,19:00:00,5146 LINCOLN AVE N,41.9753641,-87.6927846,NA,NA,male,NA,NA,hispanic,male,8,vehicular,NO VALID REGISTRATION,NA,TRUE,citation,NA,NA
731063,2015-04-29,13:00:00,3400 HALSTED ST N,41.9437638,-87.6497212,NA,NA,male,NA,NA,hispanic,male,20,vehicular,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,NA,TRUE,citation,NA,NA
342145,2016-04-08,06:00:00,5300 HALSTED ST S,41.797627,-87.645662,NA,NA,male,NA,NA,white,male,3,vehicular,DISOBEY RED CIRCULAR STEADY SIGNAL STOP,NA,TRUE,citation,NA,NA
633853,2013-11-11,00:00:00,7142 SOUTH CHICAGO AVE S,41.7646962,-87.60434699999998,NA,NA,male,NA,NA,white,female,7,vehicular,DOUBLE PARKING/NO STANDING,NA,TRUE,citation,NA,NA
59067,2013-04-24,05:00:00,2913 BUTTONWOOD LN S,NA,NA,33,hispanic,male,df615c2e07,NA,white,male,10,vehicular,DRIVING ON SUSPENDED LICENSE,TRUE,NA,arrest,HISPANIC,NA
414508,2015-08-12,17:00:00,200 ONTARIO ST W,41.89319220000001,-87.63412159999999,NA,NA,female,NA,NA,white,male,14,vehicular,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,NA,TRUE,citation,NA,NA
119659,2014-08-23,18:00:00,NA,NA,NA,45,white,male,NA,NA,NA,NA,NA,vehicular,IVC - SOLICIT CONTRIBUTION ON HIGHWAY,TRUE,NA,arrest,WHITE,NA
598536,2016-09-07,15:00:00,1075 TAYLOR ST W,41.8692625,-87.6539438,NA,NA,female,NA,NA,white,male,16,vehicular,STOP AT STOP SIGN,NA,TRUE,citation,NA,NA
691222,2012-03-29,14:00:00,6900 SOUTH CHICAGO AVE S,41.768639,-87.610063,NA,NA,male,NA,NA,hispanic,male,6,vehicular,"LIGHT, TAIL LIGHTS REQUIRED",NA,TRUE,citation,NA,NA
486958,2014-01-09,16:00:00,3700 CERMAK RD W,41.8518425,-87.7176042,NA,NA,male,NA,NA,hispanic,male,5,vehicular,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,NA,TRUE,citation,NA,NA
7845,2012-02-28,18:00:00,1754 LARAMIE AVE N,41.912944399999994,-87.75604820000001,45,hispanic,male,6e170e142b,37,black,male,7,vehicular,DRIVING ON SUSPENDED LICENSE,TRUE,NA,arrest,HISPANIC,NA
324779,2014-09-09,20:00:00,800 ASHLAND AVE S,41.51627329999999,-87.655452,NA,NA,female,NA,NA,white,male,14,vehicular,NO TURN SIGNALS-VIOLATION,NA,TRUE,citation,NA,NA
318282,2013-04-20,11:00:00,4500 FOSTER AVE W,41.9754075,-87.740685,NA,NA,male,NA,NA,black,male,22,pedestrian,PEDESTRIAN RIGHT IN ROADWAY,NA,TRUE,citation,NA,NA
499354,2016-01-25,16:00:00,4500 LAKE SHORE DR SB S,41.91801780000001,-87.9483001,NA,NA,male,NA,NA,white,male,25,vehicular,IVC - DRIVING 21-25 MPH ABOVE SPEED LIMIT,NA,TRUE,citation,NA,NA
700038,2012-10-31,14:00:00,4200 WRIGHTWOOD AVE W,41.92832429999999,-87.73251409999999,NA,NA,male,NA,NA,white,male,10,vehicular,STOP AT STOP SIGN,NA,TRUE,citation,NA,NA
822738,2016-02-15,06:00:00,999 MICHIGAN AVE N,41.90073719999999,-87.62386959999998,NA,NA,male,NA,NA,white,male,10,vehicular,DISOBEY RED CIRCULAR STEADY SIGNAL STOP,NA,TRUE,citation,NA,NA
274544,2016-03-26,12:00:00,7200 YATES BLVD S,41.7642917,-87.5667344,NA,NA,male,NA,NA,hispanic,male,9,vehicular,DRIVING ON SIDWALKS/PARKWAYS,NA,TRUE,citation,NA,NA
721153,2014-11-08,11:00:00,3158 ASHLAND AVE N,41.9393207,-87.66898069999998,NA,NA,male,NA,NA,white,male,13,vehicular,NO TURN SIGNALS-VIOLATION,NA,TRUE,citation,NA,NA
316699,2013-06-16,12:00:00,300 STATE ST S,41.877932,-87.628064,NA,NA,female,NA,NA,white,male,15,vehicular,UNINSURED MTR VEH,NA,TRUE,citation,NA,NA
194153,2016-06-24,06:00:00,3100 TOUHY W,NA,NA,29,black,male,f6b9c2fe4d,NA,asian/pacific islander,male,1,vehicular,DRIVING/NO LICENSE/PERMIT/AGE,TRUE,NA,arrest,BLACK,NA
439931,2016-07-10,20:00:00,1721 FAIRFIELD AVE N,41.9127335,-87.69561960000001,NA,NA,female,NA,NA,white,male,18,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,NA,TRUE,citation,NA,NA
704257,2013-01-12,09:00:00,3904 AUSTIN AVE N,41.951336100000006,-87.7768868,NA,NA,male,NA,NA,white,male,17,vehicular,DRIVING ON SUSPENDED LICENSE,NA,TRUE,citation,NA,NA
421274,2016-01-20,19:00:00,2201 WESTERN AVE S,41.8520463,-87.68561779999999,NA,NA,male,NA,NA,hispanic,male,17,vehicular,NO VALID REGIS/3RD & SUBQ/1YR,NA,TRUE,citation,NA,NA
319080,2013-11-14,14:00:00,353 DEARBORN ST N,41.8888436,-87.62885460000003,NA,NA,male,NA,NA,white,male,27,vehicular,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,NA,TRUE,citation,NA,NA
588726,2016-11-20,12:00:00,320 CICERO AVE S,41.876057,-87.74547900000002,NA,NA,male,NA,NA,white,male,4,vehicular,FAILED TO USE SEATBELT,NA,TRUE,citation,NA,NA
225400,2012-12-19,22:00:00,3700 MENARD AVE N,41.9476513,-87.77168780000001,NA,NA,female,NA,NA,white,male,12,vehicular,STOP AT STOP SIGN,NA,TRUE,citation,NA,NA
193192,2016-06-14,23:00:00,2100 CENTRAL S,NA,NA,31,hispanic,female,NA,NA,NA,NA,NA,vehicular,IVC - DRIVE W/O HEADLIGHT/CYC 1ST & 2ND,TRUE,NA,arrest,HISPANIC,NA
816685,2015-09-21,17:00:00,3540 GRAND AVE W,41.9016277,-87.7150016,NA,NA,male,NA,NA,hispanic,male,16,vehicular,OBSTRUCTED WINDOWS/WINDSHIELDS,NA,TRUE,citation,NA,NA
373574,2012-06-21,19:00:00,4403 HARDING AVE N,41.9610555,-87.7265853,NA,NA,female,NA,NA,hispanic,male,8,vehicular,OBSTRUCTION OF TRAFFIC BY MOTORIST,NA,TRUE,citation,NA,NA
69358,2013-07-14,23:00:00,4231 57TH ST W,NA,NA,49,hispanic,male,e08fe11288,44,white,female,11,vehicular,DRIVING RVK/SUSP DUI/SSS 4-9,TRUE,NA,arrest,HISPANIC,NA
578317,2015-07-12,13:00:00,6301 STATE ST S,41.780043,-87.62534000000001,NA,NA,male,NA,NA,black,female,14,vehicular,IMPROPER STOP OR TURN SIGNAL,NA,TRUE,citation,NA,NA
204029,2016-10-02,20:00:00,4344 MADISON ST W,41.8809041,-87.73487929999999,24,black,male,54247f85cd,34,white,male,11,vehicular,DRIVING ON SUSPENDED LICENSE,TRUE,TRUE,arrest,BLACK,NA
802508,2014-01-08,14:00:00,1032 18TH ST W,41.858214200000006,-87.65275559999998,NA,NA,male,NA,NA,white,male,15,vehicular,U-TURN 100FT INTERSECTION,NA,TRUE,citation,NA,NA
130196,2014-11-23,21:00:00,5810 ARCHER RD S,NA,NA,47,black,male,99291c91e3,NA,white,male,1,vehicular,DRIVING ON SUSPENDED LICENSE,TRUE,NA,arrest,BLACK,NA
773246,2012-05-06,02:00:00,3801 105TH ST E,41.7045424,-87.5316375,NA,NA,male,NA,NA,white,male,3,vehicular,INSURANCE - OPERATE MTR VEHICLE WITHOUT,NA,TRUE,citation,NA,NA
245726,2014-05-11,13:00:00,4600 LAKE SHORE DR NB N,NA,NA,NA,NA,female,NA,NA,white,male,15,vehicular,IVC - DRIVING 15-20 MPH ABOVE SPEED LIMIT,NA,TRUE,citation,NA,NA
380591,2012-07-14,17:00:00,9000 CHICAGO SKYWAY OB S,NA,NA,NA,NA,male,NA,NA,black,female,18,vehicular,IVC - DRIVING 15-20 MPH ABOVE SPEED LIMIT,NA,TRUE,citation,NA,NA
311112,2013-01-31,00:00:00,5542 STATE ST S,41.7929809,-87.62599519999998,NA,NA,male,NA,NA,black,male,12,vehicular,CITY VEH STICKER REQ/FAILURE TO OR IMPROPER DISPLAY,NA,TRUE,citation,NA,NA
638032,2014-08-26,09:00:00,3900 LAKE SHORE DR SB S,41.95326729999999,-87.64527960000002,NA,NA,female,NA,NA,white,male,23,vehicular,SPEEDING 26-34 MPH OVER LIMIT,NA,TRUE,citation,NA,NA
753097,2016-04-01,00:00:00,8014 MARYLAND AVE S,41.748948,-87.604237,NA,NA,male,NA,NA,black,male,2,vehicular,REGISTRATION PLATES,NA,TRUE,citation,NA,NA
189740,2016-05-15,17:00:00,2938 MICHIGAN AVE S,NA,NA,22,black,male,ba3f83d9dc,29,white,male,3,vehicular,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,TRUE,NA,arrest,BLACK,NA
237425,2013-09-30,20:00:00,200 GRAND AVE E,41.8917657,-87.62264420000001,NA,NA,female,NA,NA,white,female,18,vehicular,NO VALID REGISTRATION,NA,TRUE,citation,NA,NA
432730,2016-10-07,19:00:00,8026 COTTAGE GROVE AVE S,41.7484528,-87.60547799999998,NA,NA,female,NA,NA,black,male,16,vehicular,"LIGHT, LICENSE PLATE",NA,TRUE,citation,NA,NA
585585,2015-10-24,21:00:00,7925 ASHLAND AVE S,41.7495672,-87.66304579999998,NA,NA,male,NA,NA,white,male,26,vehicular,IVC - NOT DRVG ON RIGHT SIDE OF ROAD,NA,TRUE,citation,NA,NA
771341,2012-04-17,22:00:00,3311 HALSTED ST N,41.94229779999999,-87.6490165,NA,NA,male,NA,NA,hispanic,male,9,vehicular,OBSTRUCTION OF TRAFFIC BY MOTORIST,NA,TRUE,citation,NA,NA
175467,2016-01-10,11:00:00,9600 I-55 S,NA,NA,22,black,male,f76167348a,NA,hispanic,male,22,vehicular,SPEEDING 26-34 MPH OVER LIMIT,TRUE,NA,arrest,BLACK,NA
306170,2012-12-07,17:00:00,6100 ST LAWRENCE AVE S,41.7839299,-87.6108836,NA,NA,male,NA,NA,hispanic,female,7,vehicular,PARKING FOR PERSONS W/DISABILITIES,NA,TRUE,citation,NA,NA
712216,2013-12-18,11:00:00,2100 TRIPP AVE N,41.91904299999999,-87.73307799999998,NA,NA,male,NA,NA,white,male,1,vehicular,UNLICENSED,NA,TRUE,citation,NA,NA
16716,2012-05-06,21:00:00,2400 MANNHEIM RD. S,NA,NA,24,black,male,7d8fee7f5b,42,white,male,15,vehicular,IVC - IMPROPER TURN AT INTERSECTION,TRUE,NA,arrest,BLACK,NA
263645,2015-11-20,10:00:00,3100 PERSHING RD W,41.822630600000004,-87.70237320000001,NA,NA,male,NA,NA,white,female,12,pedestrian,PEDESTRIAN RIGHT IN ROADWAY,NA,TRUE,citation,NA,NA
830291,2016-05-20,17:00:00,4802 WINTHROP AVE N,41.96947249999999,-87.65762790000001,NA,NA,female,NA,NA,white,male,11,vehicular,IVC - DEFECTIVE WINDSHIELD - 1ST&2ND,NA,TRUE,citation,NA,NA
743024,2016-02-22,08:00:00,4933 QUINCY ST W,41.877435600000005,-87.748549,NA,NA,male,NA,NA,black,female,14,vehicular,ONE WAY STREET/ALLEY SIGNS POSTED,NA,TRUE,citation,NA,NA
292729,2012-05-13,00:00:00,1326 HASTINGS ST W,41.8645214,-87.6604158,NA,NA,male,NA,NA,white,male,6,vehicular,OPER LOW-SPD BIKE ON SIDEWALK,NA,TRUE,citation,NA,NA
641673,2014-10-20,04:00:00,13100 AVENUE O S,41.6571596,-87.5400877,NA,NA,male,NA,NA,white,male,6,vehicular,IVC - DRIVING 15-20 MPH ABOVE SPEED LIMIT,NA,TRUE,citation,NA,NA
645298,2014-10-15,22:00:00,3032 25TH STREET S,41.8463641,-87.70145699999998,NA,NA,female,NA,NA,hispanic,male,10,vehicular,INSURANCE - OPERATE MTR VEHICLE WITHOUT,NA,TRUE,citation,NA,NA
654755,2015-08-27,23:00:00,3024 87TH ST E,41.7376169,-87.5506324,NA,NA,male,NA,NA,black,male,2,vehicular,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,NA,TRUE,citation,NA,NA
90080,2013-12-30,18:00:00,4500 GRAND AVE W,41.9116766,-87.739235,46,hispanic,male,0826996ba0,30,white,female,1,vehicular,DRIVING ON SUSPENDED LICENSE,TRUE,NA,arrest,HISPANIC,NA
704867,2013-02-26,22:00:00,804 79TH ST E,41.751415,-87.60488339999998,NA,NA,male,NA,NA,white,male,8,vehicular,SEAT SAFETY BELT-SCHOOL BUS,NA,TRUE,citation,NA,NA
222871,2012-11-28,00:00:00,3300 55TH ST W,41.7936848,-87.7061975,NA,NA,female,NA,NA,white,male,12,vehicular,STOP AT STOP SIGN,NA,TRUE,citation,NA,NA
631756,2013-10-11,07:00:00,10901 STATE ST S,41.69607000000001,-87.62285,NA,NA,female,NA,NA,black,female,22,vehicular,UNINSURED MTR VEH,NA,TRUE,citation,NA,NA
841104,2016-03-15,19:00:00,3730 HURON ST W,41.8935796,-87.7199028,NA,NA,male,NA,NA,white,male,1,vehicular,STOP AT STOP SIGN,NA,TRUE,citation,NA,NA
331996,2014-12-04,15:00:00,10100 CHICAGO SKYWAY IB S,NA,NA,NA,NA,male,NA,NA,black,male,25,vehicular,IVC - DRIVING 15-20 MPH ABOVE SPEED LIMIT,NA,TRUE,citation,NA,NA
388766,2013-04-27,03:00:00,9958 AVENUE L S,41.7140847,-87.53667809999997,NA,NA,male,NA,NA,hispanic,male,3,vehicular,INSURANCE - OPERATE MTR VEHICLE WITHOUT,NA,TRUE,citation,NA,NA
732030,2015-06-18,17:00:00,9100 COMMERCIAL AVE S,41.7297682,-87.5520561,NA,NA,male,NA,NA,white,male,12,vehicular,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,NA,TRUE,citation,NA,NA
190282,2016-05-19,22:00:00,5553 CHICAGO AVE W,41.89468170000001,-87.7652568,23,black,female,8e304d3430,35,white,male,3,vehicular,DRIVING ON SUSPENDED LICENSE,TRUE,TRUE,arrest,BLACK,NA
315968,2013-06-14,20:00:00,3500 LAKE SHORE DR SB S,41.9469092,-87.6428605,NA,NA,male,NA,NA,white,male,22,vehicular,DRIVING ON REVOKED LICENSE,NA,TRUE,citation,NA,NA
814664,2015-07-26,01:00:00,3400 DAMEN AVE S,41.8321951,-87.67532879999999,NA,NA,male,NA,NA,black,female,9,vehicular,OPERATE VEH W/OUT 2 SEATBELTS,NA,TRUE,citation,NA,NA
506727,2015-10-23,19:00:00,1400 BLUE ISLAND AVE S,41.8632152,-87.6565706,NA,NA,female,NA,NA,white,male,17,vehicular,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,NA,TRUE,citation,NA,NA
544251,2013-03-29,01:00:00,1800 GRAND AVE W,41.8910906,-87.67217070000001,NA,NA,male,NA,NA,white,female,13,vehicular,U-TURN 100FT INTERSECTION,NA,TRUE,citation,NA,NA
204792,2016-10-10,14:00:00,155 HALSTED ST S,NA,NA,40,black,male,be56b1a06b,NA,black,male,0,vehicular,IVC - NO STOP LIGHTS 3RD+ SUBQ/1 YEAR,TRUE,NA,arrest,BLACK,NA
468886,2013-01-19,19:00:00,3100 KEDZIE AVE S,41.8372101,-87.7048281,NA,NA,male,NA,NA,white,male,7,vehicular,DRIVING WHILE USING CELLULAR PHONE PROHIBITED,NA,TRUE,citation,NA,NA
